100|2015-04-08 13:58:14.450|5.51|Cancellation Tax|2|11
101|2015-04-08 13:58:14.450|-89.95|Deposit|5|11
102|2015-04-08 13:58:14.450|-11.02|Deposit Lodging Tax|6|11
103|2015-04-08 13:58:14.450|44.97|Deposit Refund|7|11
104|2015-04-08 13:58:14.450|5.51|Deposit Lodging Tax Refund|8|11
105|2015-04-15 13:36:24.947|54.33|Cancellation Charge|1|12
106|2015-04-15 13:36:24.947|8.15|Cancellation Tax|2|12
107|2015-04-15 13:36:44.840|-62.48|Payment|10|12
108|2015-04-18 17:42:35.833|115.54|Lodging|1|13
109|2015-04-18 17:42:35.833|17.33|Occupancy Tax|2|13
110|2015-04-18 17:42:35.833|-115.54|Deposit|5|13
111|2015-04-18 17:42:35.833|-17.33|Deposit Lodging Tax|6|13
112|2015-04-18 17:42:35.833|24.95|Unlimited Wi-Fi (Entire Stay)|13|13
113|2015-04-18 17:42:35.833|3.74|Wi-Fi Tax|15|13
114|2015-04-19 14:00:00.000|115.54|Lodging|1|13
115|2015-04-19 14:00:00.000|17.33|Occupancy Tax|2|13
116|2015-04-20 14:00:00.000|115.54|Lodging|1|13
117|2015-04-20 14:00:00.000|17.33|Occupancy Tax|2|13
118|2015-04-20 19:24:26.927|100.00|Lodging|1|14
119|2015-04-20 19:24:26.927|7.00|Occupancy Tax|2|14
120|2015-04-20 19:24:26.927|-100.00|Deposit|5|14
121|2015-04-20 19:24:26.927|-7.00|Deposit Lodging Tax|6|14
122|2015-04-21 14:00:00.000|115.54|Lodging|1|13
123|2015-04-21 14:00:00.000|17.33|Occupancy Tax|2|13
124|2015-04-21 14:00:00.000|100.00|Lodging|1|14
125|2015-04-21 14:00:00.000|7.00|Occupancy Tax|2|14
126|2015-04-22 14:00:00.000|115.54|Lodging|1|13
127|2015-04-22 14:00:00.000|17.33|Occupancy Tax|2|13
128|2015-04-22 14:00:00.000|100.00|Lodging|1|14
129|2015-04-22 14:00:00.000|7.00|Occupancy Tax|2|14
130|2015-04-23 10:26:43.993|-560.17|Payment|10|13
131|2015-04-23 14:00:00.000|100.00|Lodging|1|14
132|2015-04-23 14:00:00.000|7.00|Occupancy Tax|2|14
133|2015-04-24 14:00:00.000|100.00|Lodging|1|14
134|2015-04-24 14:00:00.000|7.00|Occupancy Tax|2|14
135|2015-04-24 15:20:58.670|149.00|Lodging|1|15
136|2015-04-24 15:20:58.670|16.61|Occupancy Tax|2|15
137|2015-04-24 15:20:58.670|-149.00|Deposit|5|15
138|2015-04-24 15:20:58.670|-16.61|Deposit Lodging Tax|6|15
139|2015-04-24 21:13:24.493|60.12|Restaurant Charge|3|15
140|2015-04-24 21:13:24.493|4.90|Restaurant Tax|4|15
141|2015-04-25 08:41:42.077|-428.00|Payment|10|14
142|2015-04-25 14:00:00.000|149.00|Lodging|1|15
143|2015-04-25 14:00:00.000|16.61|Occupancy Tax|2|15
144|2015-04-26 14:00:00.000|149.00|Lodging|1|15
145|2015-04-26 14:00:00.000|16.61|Occupancy Tax|2|15
146|2015-04-27 14:00:00.000|149.00|Lodging|1|15
147|2015-04-27 14:00:00.000|16.61|Occupancy Tax|2|15
148|2015-04-27 18:56:08.100|62.12|Restaurant Charge|3|15
149|2015-04-27 18:56:08.100|5.06|Restaurant Tax|4|15
150|2015-04-28 08:20:28.690|-629.03|Payment|10|15
151|2015-04-28 14:56:06.773|150.00|Lodging|1|16
152|2015-04-28 14:56:06.773|10.50|Occupancy Tax|2|16
153|2015-04-28 14:56:06.773|-150.00|Deposit|5|16
154|2015-04-28 14:56:06.773|-10.50|Deposit Lodging Tax|6|16
155|2015-04-29 14:00:00.000|150.00|Lodging|1|16
156|2015-04-29 14:00:00.000|10.50|Occupancy Tax|2|16
157|2015-04-30 14:00:00.000|150.00|Lodging|1|16
158|2015-04-30 14:00:00.000|10.50|Occupancy Tax|2|16
159|2015-05-01 14:00:00.000|150.00|Lodging|1|16
160|2015-05-01 14:00:00.000|10.50|Occupancy Tax|2|16
161|2015-05-01 18:37:44.740|88.51|Lodging|1|17
162|2015-05-01 18:37:44.740|15.93|Occupancy Tax|2|17
163|2015-05-01 18:37:44.740|-88.51|Deposit|5|17
164|2015-05-01 18:37:44.740|-15.93|Deposit Lodging Tax|6|17
165|2015-05-01 18:37:44.740|4.99|Wi-Fi Daily Fee|13|17
166|2015-05-01 18:37:44.740|0.50|Wi-Fi Tax|15|17
167|2015-05-02 14:00:00.000|150.00|Lodging|1|16
168|2015-05-02 14:00:00.000|10.50|Occupancy Tax|2|16
169|2015-05-02 14:00:00.000|88.51|Lodging|1|17
170|2015-05-02 14:00:00.000|15.93|Occupancy Tax|2|17
171|2015-05-02 14:00:00.000|4.99|Wi-Fi Daily Fee|13|17
172|2015-05-02 14:00:00.000|0.50|Wi-Fi Tax|15|17
173|2015-05-03 06:20:11.377|-642.00|Payment|10|16
174|2015-05-03 14:00:00.000|88.51|Lodging|1|17
175|2015-05-03 14:00:00.000|15.93|Occupancy Tax|2|17
176|2015-05-03 14:00:00.000|4.99|Wi-Fi Daily Fee|13|17
177|2015-05-03 14:00:00.000|0.50|Wi-Fi Tax|15|17
178|2015-05-04 14:00:00.000|88.51|Lodging|1|17
179|2015-05-04 14:00:00.000|15.93|Occupancy Tax|2|17
180|2015-05-04 14:00:00.000|4.99|Wi-Fi Daily Fee|13|17
181|2015-05-04 14:00:00.000|0.50|Wi-Fi Tax|15|17
182|2015-05-05 14:00:00.000|88.51|Lodging|1|17
183|2015-05-05 14:00:00.000|15.93|Occupancy Tax|2|17
184|2015-05-05 14:00:00.000|4.99|Wi-Fi Daily Fee|13|17
185|2015-05-05 14:00:00.000|0.50|Wi-Fi Tax|15|17
186|2015-05-06 14:00:00.000|88.51|Lodging|1|17
187|2015-05-06 14:00:00.000|15.93|Occupancy Tax|2|17
188|2015-05-06 14:00:00.000|4.99|Wi-Fi Daily Fee|13|17
189|2015-05-06 14:00:00.000|0.50|Wi-Fi Tax|15|17
190|2015-05-07 09:17:37.683|-555.14|Payment|10|17
191|2015-05-10 19:16:12.213|69.99|Lodging|1|18
192|2015-05-10 19:16:12.213|3.50|Occupancy Tax|2|18
193|2015-05-10 19:16:12.213|-69.99|Deposit|5|18
194|2015-05-10 19:16:12.213|-3.50|Deposit Lodging Tax|6|18
195|2015-05-11 14:00:00.000|69.99|Lodging|1|18
196|2015-05-11 14:00:00.000|3.50|Occupancy Tax|2|18
197|2015-05-12 07:29:21.960|-73.49|Payment|10|18
198|2015-05-14 14:01:19.233|57.71|Owner Lodging|1|19
199|2015-05-14 14:01:19.233|6.43|Owner Occupancy Tax|2|19
200|2015-05-15 14:00:00.000|57.71|Owner Lodging|1|19
201|2015-05-15 14:00:00.000|6.43|Owner Occupancy Tax|2|19
202|2015-05-16 14:00:00.000|57.71|Owner Lodging|1|19
203|2015-05-16 14:00:00.000|6.43|Owner Occupancy Tax|2|19
204|2015-05-17 14:00:00.000|57.71|Owner Lodging|1|19
205|2015-05-17 14:00:00.000|6.43|Owner Occupancy Tax|2|19
206|2015-05-18 14:00:00.000|57.71|Owner Lodging|1|19
207|2015-05-18 14:00:00.000|6.43|Owner Occupancy Tax|2|19
208|2015-05-19 14:00:00.000|57.71|Owner Lodging|1|19
209|2015-05-19 14:00:00.000|6.43|Owner Occupancy Tax|2|19
210|2015-05-20 14:00:00.000|57.71|Owner Lodging|1|19
211|2015-05-20 14:00:00.000|6.43|Owner Occupancy Tax|2|19
212|2015-05-21 07:26:51.060|-448.98|Payment|10|19
